repository_name_with_owner;Project;description;repository_url;commit_hash
deephacks/lmdb;lmdb;lmdb;https://github.com/deephacks/lmdb;2a6e2bf0b7f6437f6c688ad430dc0fe115a95804
deephacks/lmdbjni;lmdbjni;lmdbjni is a jni library for accessing lmdb.;https://github.com/deephacks/lmdbjni;40d0b68f0be205ab6392baed2c9f550bcef55f12
deephacks/logbuffers;logbuffers;logbuffers;https://github.com/deephacks/logbuffers;d22ca67077827b73e53f3227f76a639e5309409c
deephacks/RxLMDB;RxLMDB;Then comes thunder.;https://github.com/deephacks/RxLMDB;6b4d01db73e5630141974dd26622a562b0f3244f
deephacks/tools4j-cli;tools4j-cli;tools4j-cli provide an api for creating java based command line interfaces.;https://github.com/deephacks/tools4j-cli;fe63be98f7e08e69dea2c2500c9f7e603d93f9ea
deephacks/vals;vals;Build immutable value objects from interfaces;https://github.com/deephacks/vals;231b4ca839cb129072625b126ac17ef077f96485
deephacks/vertxrs;vertxrs;Jaxrs for Vert.x;https://github.com/deephacks/vertxrs;d3278102825b60056a87fc36d2a4f47adc5dc23e
deeplearning4j/nd4j;nd4j;Fast, Scientific and Numerical Computing for the JVM (NDArrays);https://github.com/SkymindIO/nd4j;8f005bcecb240d1fbb83b9d390ad801d1d3b6933
defei/codelogger-utils;codelogger-utils;Codelogger useful utils lib.;https://github.com/defei/codelogger-utils;d906f5d217b783c7ae3e53442cd6fb87b20ecc0a
dejanb/scomp;scomp;A Stomp Client written in Scala;https://github.com/dejanb/scomp;f5350c1641d8651080c37893efb29d101c44b14a
den2sn/cacoo4j;cacoo4j;A Java library for the Cacoo API;https://github.com/den2sn/cacoo4j;1a7950a2400ead2688372be31f94d71cfd26e87d
denger/sendcloud4j;sendcloud4j;SendCloud SDK For Java;https://github.com/denger/sendcloud4j;4f09383bb2f941d29c1222af217c824926097e4d
deng-hb/dbhelper;dbhelper;A easy based on the Spring JdbcTemplate JDBC helper;https://github.com/deng-hb/dbhelper;c564a5425a0b36a29c8afa2fc4f7e40552c78da8
deng-hb/eorm-spring;eorm-spring;A easy based on the Spring JdbcTemplate JDBC ORM;https://github.com/deng-hb/eorm-spring;cdb43b0429cfb04a92eb7015b371fd622e333a41
deng-hb/forest;forest;Simple RESTful Server;https://github.com/deng-hb/forest;06cb0bde69db3175c8cfee91340fa6f7e862e175
denimgroup/threadfix;threadfix;ThreadFix is a software vulnerability aggregation and management system that reduces the time it takes to fix software vulnerabilities. ThreadFix imports the results from dynamic, static and manual testing to provide a centralized view of software security defects across development teams and applications. The system allows companies to correlate testing results and streamline software remediation efforts by simplifying feeds to software issue trackers. By auto generating application firewall rules, this tool allows organizations to continue remediation work uninterrupted. ThreadFix empowers managers with vulnerability trending reports that show progress over time, giving them justification for their efforts.          ThreadFix is developed and maintained by Denim Group, Ltd (http://www.denimgroup.com) For information about commercial support and other services, contact Denim Group about ThreadFix http://www.denimgroup.com/threadfix/;https://github.com/denimgroup/threadfix;9eb511e532e9c0105acd7b47a65590686d3ce29d
denisneuling/apitrary.jar;apitrary.jar;Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/;https://github.com/denisneuling/apitrary.jar;b7f639a1e735c60ba2b1b62851926757f5de8628
denisneuling/cctrl.jar;cctrl.jar;Java cloudControl API client;https://github.com/denisneuling/cctrl.jar;37450d824f4dc5ecbcc81c61e48f1ec876ca2de8
Deployable-code/osgb36-letter-conversion;osgb36-letter-conversion;A library that enables the conversion of a OSGB36 location         specified by eastings and northings into UK Grid Reference string.;https://github.com/julianghionoiu/osgb36-letter-conversion;6d4c01b8ee8d103491504742011d6cbd2694e116
Derek-Ashmore/CircuitBreaker;CircuitBreaker;"Implementation of the circuit breaker pattern.  This circuit operates like an electrical circuit in your house.  If something goes wrong, the circuit ""trips"" and power is cut to outlets connected to that circuit.";https://github.com/Derek-Ashmore/CircuitBreaker;fa1e93ddc28933d489f15ff8dd56f5e4d1a4de63
Derek-Ashmore/RequestCorrelation;RequestCorrelation;This project is a Java library that facilitates logging correlation ids for micro-services using log4j.;https://github.com/Derek-Ashmore/RequestCorrelation;ddab451fe7934fa6dc90839803870a5d7c4fd29e
derive4j/derive4j;derive4j;Annotation processor and framework for deriving algebraic data types constructors, morphisms, optics and typeclasses;https://github.com/derive4j/derive4j;c6ff6fe9e043f4f3ee7ac18d6fc554bbeaf9e811
dernasherbrezon/apt-maven-plugin;apt-maven-plugin;"Deploy .deb artifacts into apt-repository. apt-repository is configured by ""distribution"" section in pom.xml. If there is no apt-repository, it will be created.";https://github.com/dernasherbrezon/apt-maven-plugin;529b721974b468536a17b1b0cb5b58abcecb4438
derniercri/hornet-connector-java;hornet-connector-java;Hornet is a pub/sub engine based on socket.io to provide easy realtime behaviors for your webapp;https://github.com/nectify/hornet-connector-java;dbed7c99bcdfa546fa89207f97018a325210c9b5
derquinse/bocas;bocas;Jersey (JAX-RS) server;https://github.com/derquinse/bocas;4e8ec70edd3c3730ae6c3dc2ae66d17c36389662
derquinse/derquinsej;derquinsej;Derquinse Modules for Java (old project, maintenance mode, migrated from SF and Google Code);https://github.com/derquinse/derquinsej;7c2618bf2c96aed72455393ebbd0017a1cf9392c
dessalines/activejdbc;activejdbc;ActiveJDBC is a fast and lean Java ORM;https://github.com/tchoulihan/activejdbc;2198b7d930053c50fef196fe20cd77171a4c5c94
detectiveframework/detective;detective;A BDD / Testing framework with pure Groovy DSL, running in a Spark cluster, advanced reporting and clearly define the boundary between BA Tester / developer;https://github.com/detectiveframework/detective;0e77a34ca26d039e01673690a72aa366740af718
detectlanguage/detectlanguage-java;detectlanguage-java;Language Detection API Java client.;https://github.com/detectlanguage/detectlanguage-java;98d908772d6b2be4b19458b8ee2fb5f7bf7d16bb
detentor/codex;codex;Cole��es que objetivam complementar as cole��es padr�o do Java.;https://github.com/detentor/codex;b54a7fd4451e19e03fbb1385ffd75b3fbe4009a7
detro/browsermob-proxy-client;browsermob-proxy-client;Java client library to install, launch and control a BrowserMob Proxy exclusively via it's REST API;https://github.com/detro/browsermob-proxy-client;da03deff8211b7e1153e36100c5ba60acd470a4f
detro/jsonconf;jsonconf;JSON based configuration utility with some cool features;https://github.com/detro/jsonconf;103f8ff550fa8cb5b2e1fbd1eaf1144c51127e55
dev9com/mvnwatcher;mvnwatcher;Maven Plugin to watch file system changes and automatically restart builds;https://github.com/dev9com/mvnwatcher;f6a3b5e1717cbbf90a4dfcf611ab80023e147f32
develop4/tomcat-extension;tomcat-extension;"Build to keep auditors happy, by ensuring that resources in Tomcat configuration files can be     	encrypted or hidden so that the settings will never appear in plain text.";https://github.com/develop4/tomcat-extension;b6cb050be511f19ca97e0669c97948a46335478f
deveth0/dummycreator;dummycreator;A small tool for generating populated dummy objects;https://github.com/deveth0/dummycreator;409477e0651c8a95010bcb7ea1f315548562dfba
devmix/maven-car-plugin;maven-car-plugin;Maven plugin for building Carbon Application Archive (CAR) based on configuration of Apache Synapse;https://github.com/devmix/maven-car-plugin;8df0a823a6fa8a7ce9ba8f727809d3fe7d01e9ae
devnewton/libtiled-jpurexml;libtiled-jpurexml;libtiled-jpurexml is a java library to parse [Tiled](http://www.mapeditor.org) tmx maps.;https://github.com/devnewton/libtiled-jpurexml;aae84d9ac6496563d8707bbc1341e56cd8487952
devnied/Bit-lib4j;Bit-lib4j; Useful library to manipulate bits in Java. Read and write data in a byte array with a custom size for Java types ;https://github.com/devnied/Bit-lib4j;bdfa79fd12e7e3d5cf1196291825ef1bb12a1ee0
devnull-tools/kodo;kodo;Kodo is a test framework that helps you creating test scenarios with the help of a fluent interface.;https://github.com/ataxexe/kodo;1cd1b5d80893d0aef15cd96e08d5e3976b3f51d1
devnull-tools/trugger;trugger;Trugger is a project that helps you write code that anyone can read.;https://github.com/ataxexe/trugger;a6dde78678223d31b7aec04faea34e7c55073b46
devrt/devrt-openrtm-aist-java;devrt-openrtm-aist-java;Mavenized version of OpenRTM-aist-Java;https://github.com/devrt/devrt-openrtm-aist-java;eaa0b3e9200861ee57e77288aa17b9242d30df55
dexecutor/dexecutor-core;dexecutor-core;Executing dependent/Independent tasks in a reliable way, is made so easy that even your grandma can do it.;https://github.com/dexecutor/dexecutor-core;9b83ea84750f1d854467197f1d3d2ef069073347
dexecutor/dexecutor-ignite;dexecutor-ignite;Integrate dexecutor with Ignite to distribute the execution of tasks;https://github.com/dexecutor/dexecutor-ignite;c645bf619be115848f4939d2bb724f907893cc81
dfoerderreuther/report2image;report2image;Maven plugin for converting html reports into a single image file;https://github.com/dfoerderreuther/report2image;192a6d810d04f43adee5b43b5da9b00bfe24a4df
dgageot/listmaker;listmaker;A fluent interface list maker for use with Guava;https://github.com/dgageot/listmaker;059302003ea9d53ba624b6a58619ac676d4b27cd
dgageot/simplelenium;simplelenium;A simple and robust layer on top of Selenium and PhantomJS.;https://github.com/dgageot/simplelenium;64c258ac83572302dd27e831b411d8d04cb33624
dgageot/testexpert;testexpert;Unit/fonctional test helper classes;https://github.com/dgageot/testexpert;7fcbf9b5f43d5f3c5834f46232f75ddd57f6090c
DGHLJ/pub-maven-archetypes;pub-maven-archetypes;Public Maven archetypes;https://github.com/DGHLJ/pub-maven-archetypes;8fa0706e30bd6199f55729368f99c2fe8d009098
dgrandemange/cbcom;cbcom;Set of classes related to CBCOM protocol and pseudo-session management;https://github.com/dgrandemange/cbcom;64ab328b81ddd89e50bba6d5cda2a23d9e3eb3e4
dgwave/ceylon-maven-plugin;ceylon-maven-plugin;Ceylon Maven Plugin;https://github.com/dgwave/ceylon-maven-plugin;b7f6c4a2b24f2fa237350c9e715f4193e83415ef
dhatim/business-hours-java;business-hours-java;"A library that helps dealing with business hours, such has ""Monday through Friday from 9am to 6pm, and from 9am to 12pm on Saturdays"".";https://github.com/dhatim/business-hours-java;073c733a6c1f04b83c679ac7eefe04d39396d77f
dhemery/runtime-suite;runtime-suite;A JUnit suite class that finds and filters tests based on user-defined criteria, then runs the selected tests. Also includes a class finder that finds test classes on the classpath, and filters to included or exclude test classes and methods by category.;https://github.com/dhemery/runtime-suite;b9630634a86936435a7cc16ec71b8ef61984e2df
dhemery/victor;victor;A Java driver for iOS applications;https://github.com/dhemery/victor;52fa85737f01965cc2b15bf62d9b86b5ad6a974b
di2e/Argo;argo;Runtime service discovery, configuration and cyber-security;https://github.com/di2e/argo;f537a03d2d25fdfecda7999ec10e1da67dc3b8f3
di2e/ecdr;ecdr;Top level pom file for CDR running on DDF;https://github.com/di2e/ecdr;6acd95af456add44c2ccc22b082423aa823d2a7c
diabolicallabs/vertx-cron;vertx-cron;Provides an event scheduling feature to Vertx using a cron expression;https://github.com/diabolicallab/vertx-cron;6e5f31e9dbaebc755585b925a7971df9118c2350
dickwall/subcut;subcut;subcut;https://github.com/dickwall/subcut;0b72d742f868509d84575a399dc6d0b353cf2c0b
diegolin/ridioc;ridioc;ridioc - ridiculously small inversion of control for Java;https://github.com/diegolin/ridioc;068bbb7cfa19e514a3735c96ac6c02ccce96399e
dieselpoint/norm;norm;An extremely lightweight data access layer over JDBC;https://github.com/dieselpoint/norm;41ffd2770f51da915810747b97303fa904a9e48b
difi/asic;asic;Generic implementation of ASiC-E archives in accordance with ETSI 102 918 v1.3.1.;https://github.com/difi/asic;ef14fdbc37ab9668b8c1e34ba12b1875549437b5
difi/certvalidator;certvalidator;Rule engine for creation of certificate validator.;https://github.com/difi/certvalidator;f423bf3c6a461a06d79f10c6c57717caec4392e5
difi/commons-libs;commons-libs;Schematron XSLT2 artifacts.;https://github.com/difi/commons-libs;9f4fd3d9fabf6bd4371647acbb2e59037af97ce7
difi/oxalis;oxalis;The binary plug-and-play implementation of the PEPPOL sample code.;https://github.com/difi/oxalis;4331b1a601bb69417a678598b9f7bf9435110882
difi/sikker-digital-post-klient-java;sikker-digital-post-klient;Klient for sending av sikker digital post fra offentlige virksomheter.;https://github.com/difi/sikker-digital-post-klient;c62f1691587693ebf2a4359c85a3877263151c4d
difi/vefa-peppol;vefa-peppol-lookup;Library for lookup in the PEPPOL infrastructure.;https://github.com/difi/vefa-peppol-lookup;be3fc670d5a27ab9516a6458a612ffb3fbac5164
difi/vefa-validator;vefa-validator;Parent project for VEFA Validator.;https://github.com/difi/vefa-validator;1e1c5f3d0944f6dba84ef92832f7ab1f2f4e028a
digipost/digipost-api-client-java;digipost-api-client-java;${project.artifactId};https://github.com/digipost/digipost-api-client-java;94222b1272b9588d8942b1a69590838e17b1c5e2
digipost/digipost-cache;digipost-cache;Caching functionality.;https://github.com/digipost/digipost-cache;c2c233810df943161c6da774b573ba3cb0a88026
digipost/printability-validator;printability-validator;Library for validating 'printability' of documents.;https://github.com/digipost/printability-validator;0c7a6f46bf2ef98725e233fce96951fda25c4d44
digipost/signature-api-client-java;signature-api-client-java;;https://github.com/digipost/signature-api-client-java;115581b2b69fd1db414c7e9670c88f1eaf43fd98
digitalfondue/jfiveparse;jfiveparse;A java html5 compliant parser;https://github.com/digitalfondue/jfiveparse;94cb188f3d47912902f6633c922351f4557a5109
digitalfondue/lavagna;lavagna;Lavagna: issue tracker/project management tool;https://github.com/digitalfondue/lavagna;6467fdec05cee15e59815891f185e6dbeaba8a20
digitalfondue/npjt-extra;npjt-extra;A small layer over Spring's NamedParameterJdbcTemplate;https://github.com/digitalfondue/npjt-extra;ff7b218476c5bf02876b9023a160d7cce6558e32
digitalheir/java-legislation-gov-uk-library;java-legislation-gov-uk-library;Java library for consuming the Legislation.gov.uk API;https://github.com/digitalheir/java-legislation-gov-uk-library;9cb3eaad6a3847060ea781c74b6260f025309cc4
digitalheir/java-xml-to-json;java-xml-to-json;Library for converting XML to JSON;https://github.com/digitalheir/java-xml-to-json;94b4cef671bea9b79fb6daa685cd5bf78c222179
DigitalPebble/behemoth;behemoth;Parent module for Behemoth;https://github.com/DigitalPebble/behemoth;4e33e29ae81aa6d06786295fdc9a9664060df4a3
DigitalPebble/storm-crawler;storm-crawler;A collection of resources for building low-latency, scalable web crawlers on Apache Storm.;https://github.com/DigitalPebble/storm-crawler;26f3ce3ea688b549eb3c91aa6ca0bd94c5ccced0
DigitalPebble/TextClassification;TextClassification;Java API for TextClassification;https://github.com/DigitalPebble/TextClassification;c510719c31633841af2bf393a20707d4624f865d
digital-preservation/utf8-validator;utf8-validator;A simple validator to check that a file contains only UTF-8 valid byte sequences;https://github.com/digital-preservation/utf8-validator;085c6d6a9728ec83be1ac2217eed02ed3e88c19a
dimaki/refuel;refuel;An application update tool for Java 8;https://github.com/dimaki/refuel;8024ac34f52b33de291d859c3b12fc237783f873
dimensionv/commonutilities;commonutilities;Collection of classes providing commonly used utility functions in Java;https://github.com/dimensionv/commonutilities;c8a603ce83e2d7594a39e66274d9191e46f76b42
dinocore1/DevSmartCore;DevSmartCore;A collection of utility functions for java;https://github.com/dinocore1/DevSmartCore;1177f3ada6554d32e6402ccd1797ffdcf5400571
dinocore1/MiniWeb;MiniWeb;Miniweb is an embedded webserver for Java.;https://github.com/dinocore1/MiniWeb;8f1664d76ef95e6facb43b79ff881ddba5066f5c
dinocore1/ubjson;ubjson;UBJSON lib for Java;https://github.com/dinocore1/ubjson;8fb189d02f79a2a63cfcefa12b80a09befb05a88
diogoko/freemarker-doclet;freemarker-doclet;A Doclet for using FreeMarker with JavaDoc;https://github.com/diogoko/freemarker-doclet;1305dcd22f753e9abec0d4957a94395231673cb4
Diolor/PJ;PJ;PJ (stands for Pythonic Java) is a template language for Java that resembles Python's indent grammar and compiles into native Java. Inspired by Python and [Jade](http://jade-lang.com).;https://github.com/Diolor/PJ;fa622922a973a43ec0b141ca0601dc86591e368a
